"DisPicture_ID","DisPicture_DiseaseId","DisPicture_SymptomTypeId","DisPicture_Img","DisPicture_Demo","px","zan","cai","describe","DisPicture_Come","DisPicture_updata","buwei"
74,18,0,"/uploadfiles/image/20130808/20130808085942_4587w.jpg","闭塞性血栓性脉管炎 - 脚部",4,0,1,,,16,
75,18,0,"/uploadfiles/image/20130808/20130808090104_2185w.jpg","闭塞性血栓性脉管炎 - 脚部",5,0,1,,,15,
77,19,0,"/uploadfiles/image/20130809/20130809094344_5759w.jpg","艾滋病 - 躯干",2,0,1,,,10,
79,19,0,"/uploadfiles/image/20130809/20130809094706_2843w.jpg","艾滋病 - 躯干",3,0,1,,,9,
80,19,0,"/uploadfiles/image/20130809/20130809094656_1599w.jpg","艾滋病 - 躯干",4,0,1,,,12,
81,20,3,"/uploadfiles/image/20130813/20130813141542_2565w.jpg","暗色丝孢霉病-播散性",1,0,1,"<p class=""para"" style=""text-align:center;"">
	<span style=""font-family:NSimSun;""><span style=""font-family:Arial, 宋体, sans-serif;line-height:25px;white-space:normal;background-color:#FFFFFF;""><span>播散性暗色丝孢</span><span></span><span>霉病是一种可以从局限性表皮感染到?播散性全身深部真菌感染病（由艾滋病合并交叉孢霉引起）</span></span></span> 
</p>
<p>
	<span style=""font:14px/25px 宋体;text-align:left;color:#000000;text-transform:none;text-indent:0px;letter-spacing:normal;word-spacing:0px;float:none;display:inline !important;white-space:normal;orphans:2;widows:2;font-size-adjust:none;font-stretch:normal;background-color:#FFFFFF;-webkit-text-size-adjust:auto;-webkit-text-stroke-width:0px;""></span> 
</p>",,21,
83,20,2,"/uploadfiles/image/20130930/20130930091512_9058w.jpg","暗色丝孢霉病-四肢",3,0,1,"<div style=""text-align:center;"">
	<span style=""font-size:14px;line-height:25px;white-space:normal;background-color:#FFFFFF;""><span style=""font-size:12px;""><span style=""font-size:16px;"">表现为褐黑色斑或疣状增生，自觉微痒或轻度胀痛</span><br />
	<p class=""MsoNormal"" style=""text-align:right;"">
		<b><br />
<br />
<br />
</b> 
	</p>
	<p style=""text-align:right;"">
		<b><span style=""font-size:16px;"">图片来源：</span></b><b><i><span style=""font-size:16px;"">由陈裕充博士提供</span></i></b> 
	</p>
	<p>
		<br />
	</p>
<br />
</span></span><span style=""font-size:14px;line-height:25px;white-space:normal;background-color:#FFFFFF;""><span style=""font-size:12px;""> <br />
<br />
</span><br />
<br />
</span> 
</div>",,24,"四肢"
84,22,0,"/uploadfiles/image/20130815/20130815100951_4381w.jpg","过敏性紫癜 - 四肢",2,0,1,,,11,
85,22,0,"/uploadfiles/image/20130815/20130815101009_3625w.jpg","过敏性紫癜 - 腹部",3,0,1,,,12,
86,22,0,"/uploadfiles/image/20130815/20130815101045_5078w.jpg","过敏性紫癜 - 四肢",4,0,1,,,12,
88,28,2,"/uploadfiles/image/20130815/20130815142709_6464w.jpg","白癜风- 面颈部",0,0,1,"<div style=""text-align:center;"">
	<span style=""background-color:#FFFFFF;color:#333333;font-family:arial, 宋体, sans-serif;font-size:14px;line-height:25px;text-indent:35px;"">局灶型白癜风</span><span style=""background-color:#FFFFFF;color:#333333;font-family:arial, 宋体, sans-serif;font-size:14px;line-height:25px;text-indent:35px;""><br />
<br />
</span> 
</div>",,19,"面颈部"
89,28,2,"/uploadfiles/image/20130815/20130815142747_3829w.png","白癜风-掌跖",0,0,1,"<div style=""text-align:center;"">
	面部肢端型白癜风<br />
</div>",,10,"掌跖"
90,23,0,"/uploadfiles/image/20130816/20130816134339_5308w.jpg","坏疽性脓皮病1",1,0,1,,,18,
91,23,0,"/uploadfiles/image/20130816/20130816134408_0788w.jpg","坏疽性脓皮病(显微镜下)",2,0,1,,,20,
92,23,0,"/uploadfiles/image/20130816/20130816134436_3773w.jpg","坏疽性脓皮病（显微镜下）",3,0,1,,,20,
93,23,0,"/uploadfiles/image/20130816/20130816134459_5433w.jpg","坏疽性脓皮病 - 四肢",4,0,1,,,15,
94,23,0,"/uploadfiles/image/20130816/20130816134513_5522w.jpg","坏疽性脓皮病 - 四肢",5,0,1,,,17,
95,24,0,"/uploadfiles/image/20130819/20130819113307_1004w.jpg","猪囊虫病 - 上肢",1,0,1,,,11,
96,24,0,"/uploadfiles/image/20130819/20130819113407_7221w.jpg","猪囊虫病（显微镜下）",2,0,1,,,13,
97,24,0,"/uploadfiles/image/20130819/20130819113445_6302w.jpg","猪囊虫病（显微镜下）",3,0,1,,,15,
98,24,0,"/uploadfiles/image/20130819/20130819114318_9179w.jpg","猪囊虫病 - 口腔",4,0,1,,,12,
99,0,0,"/uploadfiles/image/20130821/20130821135846_6629w.jpg","原发皮疹躯干",1,0,0,,,3,
103,0,0,"/uploadfiles/image/20130821/20130821141739_4745w.jpg","原发皮疹四肢",0,0,0,,,3,
105,0,0,"/uploadfiles/image/20130821/20130821153140_7555w.jpg","原发皮疹面颈部",0,0,0,,,3,
106,2235,0,"/uploadfiles/image/20130822/20130822112817_8224w.jpg","Bowen病",1,0,0,,,0,
107,1844,0,"/uploadfiles/image/20130822/20130822120236_5268w.jpg","白癜风",1,0,0,,,0,
108,1844,0,"/uploadfiles/image/20130822/20130822120305_9172w.jpg","白癜风",2,0,0,,,0,
109,209,0,"/uploadfiles/image/20130822/20130822120530_8571w.jpg","传染性软疣",1,0,0,,,0,
110,2191,0,"/uploadfiles/image/20130822/20130822120829_5554w.jpg","萎缩性痤疮",1,0,0,,,0,
111,896,0,"/uploadfiles/image/20130822/20130822121929_5302w.jpg","化脓性肉芽肿",0,0,0,,,0,
112,2247,0,"/uploadfiles/image/20130822/20130822122418_0215w.jpg","鳞状细胞癌",1,0,0,,,0,
113,2190,0,"/uploadfiles/image/20130822/20130822122711_3066w.jpg","囊肿性痤疮",1,0,0,,,7,
114,1810,0,"/uploadfiles/image/20130822/20130822123034_7309w.jpg","皮内痣",2,0,0,,,7,
115,1810,0,"/uploadfiles/image/20130715/20130715212402_9524w.jpg","皮内痣",1,0,0,,,5,
116,1810,0,"/uploadfiles/image/20130822/20130822123256_8940w.jpg","皮内痣",2,0,0,,,0,
117,2177,0,"/uploadfiles/image/20130822/20130822123513_3006w.jpg","皮脂缺乏症",1,0,0,,,0,
118,1129,0,"/uploadfiles/image/20130822/20130822123719_0369w.jpg","丘疹性荨麻疹",2,0,0,,,0,
119,1770,0,"/uploadfiles/image/20130822/20130822123842_8246w.jpg","雀斑",1,0,0,,,0,
120,1493,0,"/uploadfiles/image/20130822/20130822124403_3896w.jpg","妊娠瘙痒性荨麻疹性丘疹及斑块病",1,0,0,,,0,
121,1327,0,"/uploadfiles/image/20130822/20130822125359_0142w.jpg","神经性皮炎",4,0,0,,,0,
122,1446,0,"/uploadfiles/image/20130822/20130822130211_5227w.jpg","寻常型银屑病",1,0,0,,,0,
123,1447,0,"/uploadfiles/image/20130822/20130822130457_3042w.jpg","寻常型银屑病",1,0,0,,,8,
124,1079,0,"/uploadfiles/image/20130822/20130822131319_4534w.jpg","湿疹亚急性期",1,0,0,,,8,
125,2181,0,"/uploadfiles/image/20130822/20130822132041_0902w.jpg","脂溢性皮炎",1,0,0,,,4,
126,1773,0,"/uploadfiles/image/20130822/20130822132645_4445w.jpg","黄褐斑",1,0,0,,,0,
127,2339,0,"/uploadfiles/image/20130822/20130822133233_5747w.jpg","皮肤纤维瘤",1,0,0,,,0,
128,2339,0,"/uploadfiles/image/20130822/20130822133415_7081w.jpg","皮肤纤维瘤",2,0,0,,,0,
129,2291,0,"/uploadfiles/image/20130822/20130822133746_0588w.jpg","老年性皮脂腺增生",1,0,0,,,0,
130,213,0,"/uploadfiles/image/20130822/20130822134130_4496w.jpg","指状疣",1,0,0,,,6,
131,1115,0,"/uploadfiles/image/20130822/20130822134331_4902w.jpg","人工荨麻疹",1,0,0,,,8,
132,2213,0,"/uploadfiles/image/20130822/20130822134648_7526w.jpg","脂溢性角化病",1,0,0,,,5,
133,132,0,"/uploadfiles/image/20130827/20130827160733_7505w.jpg","Kaposi水痘样疹",1,0,0,,,0,
134,130,0,"/uploadfiles/image/20130827/20130827160817_1966w.jpg","Kaposi水痘样疹",1,0,0,,,0,
135,1844,0,"/uploadfiles/image/20130827/20130827095313_6735w.jpg","白癜风",3,0,0,,,0,
136,1737,0,"/uploadfiles/image/20130827/20130827160859_0827w.jpg","表皮下钙化结节",1,0,0,,,0,
137,2210,0,"/uploadfiles/image/20130827/20130827095740_2935w.jpg","表皮痣",1,0,0,,,0,
138,122,0,"/uploadfiles/image/20130827/20130827095854_6901w.jpg","带状疱疹",2,0,0,,,0,
139,2322,0,"/uploadfiles/image/20130827/20130827100006_8714w.jpg","汗管瘤",1,0,0,,,0,
140,646,0,"/uploadfiles/image/20130827/20130827161132_6961w.jpg","疥疮",1,0,0,,,0,
141,648,0,"/uploadfiles/image/20130827/20130827100236_9904w.jpg","疥疮",1,0,0,,,0,
142,1534,0,"/uploadfiles/image/20130827/20130827100427_8130w.jpg","毛发苔藓",1,0,0,,,0,
143,2190,0,"/uploadfiles/image/20130827/20130827100632_9409w.jpg","囊肿性痤疮",2,0,0,,,0,
144,1810,0,"/uploadfiles/image/20130827/20130827160941_1715w.jpg","皮内痣",3,0,0,,,0,
145,2298,0,"/uploadfiles/image/20130827/20130827101007_1604w.jpg","皮脂腺癌",1,0,0,,,0,
146,230,0,"/uploadfiles/image/20130827/20130827101250_1495w.jpg","手、足、口病",1,0,0,,,0,
147,230,0,"/uploadfiles/image/20130827/20130827101309_8680w.jpg","手、足、口病",2,0,0,,,0,
148,230,0,"/uploadfiles/image/20130827/20130827101328_0888w.jpg","手、足、口病",3,0,0,,,0,
149,230,0,"/uploadfiles/image/20130827/20130827161016_3496w.jpg","手、足、口病",4,0,0,,,0,
150,262,0,"/uploadfiles/image/20130827/20130827101701_0760w.jpg","细菌性毛囊炎",1,0,0,,,0,
151,2182,0,"/uploadfiles/image/20130827/20130827161209_2782w.jpg","寻常性痤疮",1,0,0,,,0,
152,2182,0,"/uploadfiles/image/20130827/20130827161222_0702w.jpg","寻常性痤疮",2,0,0,,,7,
153,211,0,"/uploadfiles/image/20130827/20130827102140_3789w.jpg","寻常疣",1,0,0,,,6,
154,2180,0,"/uploadfiles/image/20130827/20130827161053_5089w.jpg","脂溢性皮炎",1,0,0,,,7,
155,2135,0,"/uploadfiles/image/20130829/20130829091824_4457w.jpg","睑黄瘤",1,0,0,,,0,
156,1481,0,"/uploadfiles/image/20130829/20130829092303_0934w.jpg","白色糠疹",1,0,0,,,0,
157,1481,0,"/uploadfiles/image/20130829/20130829092349_5035w.jpg","白色糠疹",2,0,0,,,0,
158,2242,0,"/uploadfiles/image/20130829/20130829092657_2654w.jpg","基底细胞癌",1,0,0,,,0,
159,2240,0,"/uploadfiles/image/20130829/20130829092731_3515w.jpg","基底细胞癌",1,0,0,,,0,
160,1450,0,"/uploadfiles/image/20130829/20130829095043_1235w.jpg","寻常型银屑病",2,0,0,,,0,
161,1450,0,"/uploadfiles/image/20130829/20130829095106_9447w.jpg","寻常型银屑病",3,0,0,,,0,
162,1450,0,"/uploadfiles/image/20130522/20130522211739_5680.jpg","寻常型银屑病",1,0,0,,,0,
163,123,0,"/uploadfiles/image/20130830/20130830173600_6391w.jpg","带状疱疹",0,0,0,,,0,
164,123,0,"/uploadfiles/image/20130830/20130830200209_5081w.jpg","带状疱疹",0,0,0,,,0,
165,123,0,"/uploadfiles/image/20130830/20130830200300_9102w.jpg","带状疱疹",0,0,0,,,0,
166,534,0,"/uploadfiles/image/20130830/20130830200653_1478w.jpg","冻疮",1,0,0,,,0,
167,534,0,"/uploadfiles/image/20130830/20130830200722_8658w.jpg","冻疮",2,0,0,,,0,
168,484,0,"/uploadfiles/image/20130830/20130830201238_2516w.jpg","股癣",1,0,0,,,0,
169,484,0,"/uploadfiles/image/20130830/20130830201310_4032w.jpg","股癣",2,0,0,,,0,
170,484,0,"/uploadfiles/image/20130830/20130830201325_1453w.jpg","股癣",3,0,0,,,0,
171,484,0,"/uploadfiles/image/20130830/20130830201411_0250w.jpg","股癣",4,0,0,,,0,
172,280,0,"/uploadfiles/image/20130830/20130830202050_3545w.jpg","疖与疖病",1,0,0,,,0,
173,280,0,"/uploadfiles/image/20130830/20130830202110_8841w.jpg","疖与疖病",2,0,0,,,0,
174,2202,0,"/uploadfiles/image/20130830/20130830202624_2886w.jpg","酒渣鼻",1,0,0,,,0,
175,2203,0,"/uploadfiles/image/20130830/20130830202833_5973w.jpg","酒渣鼻",1,0,0,,,0,
176,1534,0,"/uploadfiles/image/20130830/20130830202953_2822w.jpg","毛发苔藓",2,0,0,,,0,
177,2072,0,"/uploadfiles/image/20130830/20130830203533_4720w.jpg","摩擦性皮肤淀粉样变病",1,0,0,,,0,
178,2072,0,"/uploadfiles/image/20130830/20130830205034_9664w.jpg","摩擦性皮肤淀粉样变病",2,0,0,,,0,
179,2072,0,"/uploadfiles/image/20130830/20130830205103_4364w.jpg","摩擦性皮肤淀粉样变病",3,0,0,,,0,
180,1129,0,"/uploadfiles/image/20130522/20130522211405_8728.jpg","丘疹性荨麻疹",1,0,0,,,0,
181,1129,0,"/uploadfiles/image/20130830/20130830205232_7466w.jpg","丘疹性荨麻疹",3,0,0,,,0,
182,479,0,"/uploadfiles/image/20130830/20130830205427_1260w.jpg","体癣",1,0,0,,,0,
183,1637,0,"/uploadfiles/image/20130830/20130830205527_0301w.jpg","萎缩纹",1,0,0,,,0,
184,1637,0,"/uploadfiles/image/20130830/20130830205606_5450w.jpg","萎缩纹",2,0,0,,,0,
185,1600,0,"/uploadfiles/image/20130522/20130522213137_6179.jpg","掌跖脓疱病",1,0,0,,,0,
186,1600,0,"/uploadfiles/image/20130830/20130830211627_8555w.jpg","掌跖脓疱病",2,0,0,,,0,
187,2349,0,"/uploadfiles/image/20130901/20130901122343_1713w.jpg","瘢痕疙瘩",1,0,0,,,0,
188,534,0,"/uploadfiles/image/20130902/20130902101007_9873w.png","冻疮",3,0,0,,,0,
189,1542,0,"/uploadfiles/image/20130902/20130902101244_2840w.jpg","光泽苔藓",1,0,0,,,0,
190,768,0,"/uploadfiles/image/20130902/20130902101445_4182w.jpg","过敏性紫癜",1,0,0,,,0,
191,768,0,"/uploadfiles/image/20130902/20130902101539_0511w.jpg","过敏性紫癜",2,0,0,,,0,
192,768,0,"/uploadfiles/image/20130902/20130902101702_4488w.jpg","过敏性紫癜",3,0,0,,,0,
193,1801,0,"/uploadfiles/image/20130902/20130902102009_5399w.jpg","黑子",1,0,0,,,0,
194,2242,0,"/uploadfiles/image/20130902/20130902102153_9821w.jpg","基底细胞癌",2,0,0,,,0,
195,1054,0,"/uploadfiles/image/20130902/20130902102400_5763w.jpg","接触性皮炎",1,0,0,,,0,
196,786,0,"/uploadfiles/image/20130902/20130902102524_0053w.jpg","结节性血管炎",1,0,0,,,0,
197,1929,0,"/uploadfiles/image/20130902/20130902102656_3731w.jpg","结节性硬化病",1,0,0,,,0,
198,1926,0,"/uploadfiles/image/20130902/20130902102821_6272w.jpg","结节性硬化病",1,0,0,,,0,
199,1928,0,"/uploadfiles/image/20130902/20130902103051_5591w.jpg","结节性硬化病",1,0,0,,,0,
200,1926,0,"/uploadfiles/image/20130902/20130902103303_7225w.jpg","结节性硬化病",2,0,0,,,0,
201,1487,0,"/uploadfiles/image/20130902/20130902103442_4707w.jpg","鳞状毛囊角化病",1,0,0,,,0,
202,2230,0,"/uploadfiles/image/20130902/20130902103750_4666w.jpg","皮角",1,0,0,,,0,
203,2289,0,"/uploadfiles/image/20130902/20130902104037_4649w.jpg","皮脂腺痣",1,0,0,,,0,
204,1858,0,"/uploadfiles/image/20130902/20130902104222_6403w.jpg","贫血痣",1,0,0,,,0,
205,1115,0,"/uploadfiles/image/20130902/20130902104431_7617w.jpg","人工荨麻疹",2,0,0,,,0,
206,1825,0,"/uploadfiles/image/20130902/20130902104621_1023w.jpg","色素性毛表皮痣",1,0,0,,,0,
207,1854,0,"/uploadfiles/image/20130902/20130902104837_8053w.jpg","特发性点状色素减少症",1,0,0,,,0,
208,876,0,"/uploadfiles/image/20130902/20130902105150_9493w.jpg","鲜红斑痣",1,0,0,,,0,
209,1253,0,"/uploadfiles/image/20130902/20130902105321_6010w.jpg","硬皮病",1,0,0,,,0,
210,2344,0,"/uploadfiles/image/20130902/20130902111022_1860w.jpg","指节垫",1,0,0,,,0,
211,213,0,"/uploadfiles/image/20130902/20130902111724_4164w.jpg","指状疣",2,0,0,,,0,
212,2235,0,"/uploadfiles/image/20130904/20130904111821_2532w.jpg","Bowen病",2,0,0,,,0,
213,2349,0,"/uploadfiles/image/20130904/20130904112016_6778w.jpg","瘢痕疙瘩",2,0,0,,,0,
214,764,0,"/uploadfiles/image/20130904/20130904112406_2946w.jpg","变应性皮肤血管炎",1,0,0,,,0,
215,1460,0,"/uploadfiles/image/20130904/20130904112737_2850w.jpg","点滴型副银屑病",1,0,0,,,0,
216,1429,0,"/uploadfiles/image/20130904/20130904112941_1336w.jpg","多形红斑（斑疹-丘疹型）",1,0,0,,,0,
217,1429,0,"/uploadfiles/image/20130904/20130904112956_4060w.jpg","多形红斑（斑疹-丘疹型）",2,0,0,,,0,
218,730,0,"/uploadfiles/image/20130904/20130904113116_2781w.jpg","二期梅毒疹",1,0,0,,,0,
219,1499,0,"/uploadfiles/image/20130904/20130904113215_3710w.jpg","肥厚性扁平苔藓",1,0,0,,,0,
220,487,0,"/uploadfiles/image/20130904/20130904122710_3776w.jpg","花斑癣",1,0,0,,,0,
221,2205,0,"/uploadfiles/image/20130904/20130904123947_6030w.jpg","酒渣鼻",1,0,0,,,0,
222,1534,0,"/uploadfiles/image/20130904/20130904124102_1555w.jpg","毛发苔藓",3,0,0,,,0,
223,2072,0,"/uploadfiles/image/20130904/20130904124236_4889w.jpg","摩擦性皮肤淀粉样变病",4,0,0,,,0,
224,253,0,"/uploadfiles/image/20130904/20130904124419_3866w.jpg","脓疱疮",1,0,0,,,0,
225,252,0,"/uploadfiles/image/20130904/20130904124528_2920w.jpg","脓疱疮",1,0,0,,,0,
226,2177,0,"/uploadfiles/image/20130904/20130904124637_7121w.jpg","皮脂缺乏症",2,0,0,,,0,
227,1129,0,"/uploadfiles/image/20130904/20130904124800_6262w.jpg","丘疹性荨麻疹",4,0,0,,,0,
228,1825,0,"/uploadfiles/image/20130904/20130904124857_5507w.jpg","色素性毛表皮痣",2,0,0,,,0,
229,2178,0,"/uploadfiles/image/20130904/20130904130024_4667w.jpg","石棉状糠疹",1,0,0,,,0,
230,115,0,"/uploadfiles/image/20130904/20130904130243_1042w.jpg","水痘",1,0,0,,,0,
231,211,0,"/uploadfiles/image/20130904/20130904130447_1088w.jpg","寻常疣",2,0,0,,,0,
232,988,0,"/uploadfiles/image/20130904/20130904130827_2408w.jpg","蕈样肉芽肿",1,0,0,,,0,
